record_id,experiment,repeat,batch_size,qname,date,truth,served_model,choice,p_choice,p_max,deficit,mismatch,is_tie,n_argmax_options,top2_gap,gap_bucket,confidence,p_unknown,prob_sum,choice_correct,p_Monday,p_Tuesday,p_Wednesday,p_Thursday,p_Friday,p_Saturday,p_Sunday,p_Unknown
main:2050-11-06,main,0,1,q0,2050-11-06,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2050-11-25,main,0,1,q0,2050-11-25,Friday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.03,0.08,1.0,0,0.12,0.13,0.13,0.13,0.14,0.13999999999999999,0.13,0.08
main:2050-12-31,main,0,1,q0,2050-12-31,Saturday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.08,1.0,1,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.08
main:2051-01-08,main,0,1,q0,2051-01-08,Sunday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.06,1.0,0,0.14,0.15,0.14,0.12,0.12,0.14,0.13,0.06
main:2051-02-21,main,0,1,q0,2051-02-21,Tuesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2051-04-12,main,0,1,q0,2051-04-12,Wednesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.09
main:2051-04-22,main,0,1,q0,2051-04-22,Saturday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,1,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.09
main:2051-07-12,main,0,1,q0,2051-07-12,Wednesday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2051-07-19,main,0,1,q0,2051-07-19,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,1.0,0,0.13,0.14,0.14,0.13,0.13,0.14,0.12,0.07
main:2051-07-22,main,0,1,q0,2051-07-22,Saturday,jev-1.13.0,Saturday,0.13,0.14,0.01,1,0,1,0.01,<=0.01,0.01,0.1,1.0,1,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.1
main:2051-10-04,main,0,1,q0,2051-10-04,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.09
main:2052-02-08,main,0,1,q0,2052-02-08,Thursday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.11,0.13,0.14,0.12,0.09
main:2052-02-21,main,0,1,q0,2052-02-21,Wednesday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,1,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.09
main:2052-05-03,main,0,1,q0,2052-05-03,Friday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,1.0,0,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.07
main:2052-05-08,main,0,1,q0,2052-05-08,Wednesday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2052-05-31,main,0,1,q0,2052-05-31,Friday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.03,0.08,1.0,0,0.13,0.13,0.13,0.13,0.14,0.13999999999999999,0.12,0.08
main:2052-06-25,main,0,1,q0,2052-06-25,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.12,0.13,0.14,0.12,0.14,0.14,0.12,0.09
main:2052-07-15,main,0,1,q0,2052-07-15,Monday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2052-09-17,main,0,1,q0,2052-09-17,Tuesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.09,1.0,1,0.12,0.14,0.13,0.13,0.14,0.13,0.12,0.09
main:2052-09-27,main,0,1,q0,2052-09-27,Friday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,1,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.1
main:2052-10-02,main,0,1,q0,2052-10-02,Wednesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.14,0.14,0.13,0.12,0.13,0.14,0.12,0.08
main:2052-10-05,main,0,1,q0,2052-10-05,Saturday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,1,0.13,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.08
main:2052-12-24,main,0,1,q0,2052-12-24,Tuesday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,0,0.13,0.13,0.13,0.13,0.14,0.13999999999999999,0.13,0.07
main:2053-02-08,main,0,1,q0,2053-02-08,Saturday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.11,0.13,0.13,0.13,0.09
main:2053-03-14,main,0,1,q0,2053-03-14,Friday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.02,0.1,1.0,0,0.12,0.15,0.14,0.12,0.13,0.13,0.11,0.1
main:2053-03-23,main,0,1,q0,2053-03-23,Sunday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.12,0.14,0.15000000000000002,0.12,0.13,0.14,0.12,0.08
main:2053-05-26,main,0,1,q0,2053-05-26,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2053-05-30,main,0,1,q0,2053-05-30,Friday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,1.0,0,0.13,0.13,0.14,0.12,0.14,0.13999999999999999,0.13,0.07
main:2053-06-02,main,0,1,q0,2053-06-02,Monday,jev-1.13.0,Tuesday,0.16,0.16,0.0,0,0,1,0.02,>0.01,0.02,0.07,1.0,0,0.13,0.16,0.13,0.12,0.13,0.14,0.12,0.07
main:2053-06-19,main,0,1,q0,2053-06-19,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2053-06-21,main,0,1,q0,2053-06-21,Saturday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,1,0.12,0.13,0.13,0.11,0.14,0.15000000000000002,0.13,0.09
main:2053-09-10,main,0,1,q0,2053-09-10,Wednesday,jev-1.13.0,Unknown,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.15000000000000002,1.0,0,0.11,0.14,0.12,0.11,0.13,0.12,0.12,0.15000000000000002
main:2053-09-28,main,0,1,q0,2053-09-28,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,1.0,0,0.13,0.14,0.13,0.13,0.14,0.14,0.12,0.07
main:2053-10-12,main,0,1,q0,2053-10-12,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.1
main:2053-11-04,main,0,1,q0,2053-11-04,Tuesday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,1,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2053-11-14,main,0,1,q0,2053-11-14,Friday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2053-12-19,main,0,1,q0,2053-12-19,Friday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.12,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.09
main:2053-12-21,main,0,1,q0,2053-12-21,Sunday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.1,1.0,0,0.12,0.12,0.13,0.12,0.13,0.15000000000000002,0.13,0.1
main:2054-01-27,main,0,1,q0,2054-01-27,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,0,0.14,0.14,0.14,0.12,0.13,0.14,0.12,0.07
main:2054-01-30,main,0,1,q0,2054-01-30,Friday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.07,1.0,0,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.07
main:2054-02-07,main,0,1,q0,2054-02-07,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.08
main:2054-02-14,main,0,1,q0,2054-02-14,Saturday,jev-1.13.0,Tuesday,0.15,0.15,0.0,0,0,1,0.01,<=0.01,0.03,0.07,1.0,0,0.13,0.15,0.13,0.12,0.14,0.14,0.12,0.07
main:2054-04-11,main,0,1,q0,2054-04-11,Saturday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.1,1.0,0,0.12,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.1
main:2054-04-22,main,0,1,q0,2054-04-22,Wednesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.14,0.12,0.13,0.14,0.12,0.09
main:2054-05-09,main,0,1,q0,2054-05-09,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,4,0.0,0 (exact tie),0.02,0.07,1.0,0,0.12,0.14,0.14,0.13,0.14,0.14,0.12,0.07
main:2054-06-22,main,0,1,q0,2054-06-22,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.13,0.13,0.13,0.11,0.14,0.14,0.12,0.1
main:2054-07-04,main,0,1,q0,2054-07-04,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.09
main:2054-07-26,main,0,1,q0,2054-07-26,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2054-07-27,main,0,1,q0,2054-07-27,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2054-08-04,main,0,1,q0,2054-08-04,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.01,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2054-08-12,main,0,1,q0,2054-08-12,Wednesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2054-09-26,main,0,1,q0,2054-09-26,Saturday,jev-1.13.0,Friday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.1,1.0,0,0.12,0.13,0.14,0.11,0.15000000000000002,0.13,0.12,0.1
main:2054-10-24,main,0,1,q0,2054-10-24,Saturday,jev-1.13.0,Friday,0.13,0.14,0.01,1,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.1
main:2054-12-20,main,0,1,q0,2054-12-20,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2055-02-01,main,0,1,q0,2055-02-01,Monday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.11,1.0,0,0.13,0.14,0.12,0.12,0.13,0.13,0.12,0.11
main:2055-02-02,main,0,1,q0,2055-02-02,Tuesday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,1,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.09
main:2055-02-22,main,0,1,q0,2055-02-22,Monday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2055-04-04,main,0,1,q0,2055-04-04,Sunday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.12,0.15000000000000002,0.13,0.12,0.13,0.14,0.13,0.08
main:2055-05-07,main,0,1,q0,2055-05-07,Friday,jev-1.13.0,Tuesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.12,0.13,0.13,0.13,0.14,0.14,0.12,0.09
main:2055-05-16,main,0,1,q0,2055-05-16,Sunday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.13,0.15000000000000002,0.12,0.09
main:2055-05-24,main,0,1,q0,2055-05-24,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.1
main:2055-06-13,main,0,1,q0,2055-06-13,Sunday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2055-07-08,main,0,1,q0,2055-07-08,Thursday,jev-1.13.0,Friday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.14,0.14,0.12,0.13,0.13,0.12,0.09
main:2055-07-14,main,0,1,q0,2055-07-14,Wednesday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.14,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.08
main:2055-09-13,main,0,1,q0,2055-09-13,Monday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.11,1.0,0,0.12,0.13,0.14,0.12,0.13,0.13,0.12,0.11
main:2055-12-08,main,0,1,q0,2055-12-08,Wednesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.13,0.14,0.12,0.14,0.13,0.12,0.09
main:2055-12-18,main,0,1,q0,2055-12-18,Saturday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.11,1.0,0,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.11
main:2055-12-21,main,0,1,q0,2055-12-21,Tuesday,jev-1.13.0,Saturday,0.15,0.15,0.0,0,0,1,0.02,>0.01,0.02,0.08,1.0,0,0.13,0.13,0.13,0.12,0.13,0.15,0.13,0.08
main:2056-01-14,main,0,1,q0,2056-01-14,Friday,jev-1.13.0,Monday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.14,0.15000000000000002,0.13,0.12,0.12,0.13,0.13,0.08
main:2056-01-29,main,0,1,q0,2056-01-29,Saturday,jev-1.13.0,Saturday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,1,0.13,0.13,0.15000000000000002,0.12,0.13,0.14,0.12,0.08
main:2056-02-11,main,0,1,q0,2056-02-11,Friday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.13,0.14,0.13,0.08
main:2056-02-19,main,0,1,q0,2056-02-19,Saturday,jev-1.13.0,Tuesday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.07,1.0,0,0.13,0.14,0.15000000000000002,0.12,0.13,0.14,0.12,0.07
main:2056-02-29,main,0,1,q0,2056-02-29,Tuesday,jev-1.13.0,Tuesday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.06,1.0,1,0.13,0.14,0.15000000000000002,0.13,0.13,0.14,0.12,0.06
main:2056-03-04,main,0,1,q0,2056-03-04,Saturday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.14,0.13,0.12,0.13,0.13,0.08
main:2056-04-19,main,0,1,q0,2056-04-19,Wednesday,jev-1.13.0,Saturday,0.16,0.16,0.0,0,0,1,0.03,>0.01,0.03,0.08,1.0,0,0.13,0.13,0.13,0.12,0.13,0.16,0.12,0.08
main:2056-04-23,main,0,1,q0,2056-04-23,Sunday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.13,0.15000000000000002,0.12,0.09
main:2056-04-29,main,0,1,q0,2056-04-29,Saturday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,1,0.13,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.08
main:2056-05-12,main,0,1,q0,2056-05-12,Friday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.09
main:2056-06-26,main,0,1,q0,2056-06-26,Monday,jev-1.13.0,Saturday,0.13,0.14,0.01,1,0,1,0.01,<=0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.09
main:2056-07-09,main,0,1,q0,2056-07-09,Sunday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.09
main:2056-10-19,main,0,1,q0,2056-10-19,Thursday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.1
main:2056-11-17,main,0,1,q0,2056-11-17,Friday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13999999999999999,0.12,0.09
main:2056-11-29,main,0,1,q0,2056-11-29,Wednesday,jev-1.13.0,Saturday,0.13999999999999999,0.14,0.0,0,1,2,0.0,0 (exact tie),0.03,0.07,1.0,0,0.14,0.13,0.13,0.13,0.13,0.13999999999999999,0.13,0.07
main:2056-12-19,main,0,1,q0,2056-12-19,Tuesday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.08
main:2057-01-17,main,0,1,q0,2057-01-17,Wednesday,jev-1.13.0,Tuesday,0.13,0.13,0.0,0,1,5,0.0,0 (exact tie),0.01,0.11,1.0,0,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.11
main:2057-02-13,main,0,1,q0,2057-02-13,Tuesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.11,1.0,0,0.12,0.13,0.13,0.12,0.14,0.13,0.12,0.11
main:2057-04-16,main,0,1,q0,2057-04-16,Monday,jev-1.13.0,Tuesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.14,0.13,0.12,0.14,0.13,0.12,0.1
main:2057-05-15,main,0,1,q0,2057-05-15,Tuesday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.12,0.13,0.14,0.13,0.13,0.13,0.12,0.1
main:2057-05-17,main,0,1,q0,2057-05-17,Thursday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.13,0.15000000000000002,0.12,0.09
main:2057-05-24,main,0,1,q0,2057-05-24,Thursday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.09,1.0,0,0.12,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.09
main:2057-05-30,main,0,1,q0,2057-05-30,Wednesday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.08
main:2057-06-02,main,0,1,q0,2057-06-02,Saturday,jev-1.13.0,Tuesday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.15000000000000002,0.13,0.12,0.13,0.13,0.12,0.09
main:2057-06-18,main,0,1,q0,2057-06-18,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.01,0.09,1.0,0,0.12,0.13,0.14,0.12,0.14,0.14,0.12,0.09
main:2057-06-29,main,0,1,q0,2057-06-29,Friday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.08,1.0,0,0.13,0.14,0.13,0.12,0.14,0.14,0.12,0.08
main:2057-07-09,main,0,1,q0,2057-07-09,Monday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.08,1.0,0,0.13,0.13,0.14,0.12,0.13,0.14,0.13,0.08
main:2057-09-18,main,0,1,q0,2057-09-18,Tuesday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.12,1.0,0,0.12,0.13,0.13,0.11,0.14,0.13,0.12,0.12
main:2057-10-05,main,0,1,q0,2057-10-05,Friday,jev-1.13.0,Friday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.02,0.1,1.0,1,0.12,0.13,0.13,0.12,0.15000000000000002,0.13,0.12,0.1
main:2057-10-18,main,0,1,q0,2057-10-18,Thursday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.01,<=0.01,0.01,0.11,1.0,0,0.12,0.14,0.12,0.12,0.13,0.15000000000000002,0.11,0.11
main:2058-02-19,main,0,1,q0,2058-02-19,Tuesday,jev-1.13.0,Saturday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.13,0.15000000000000002,0.12,0.09
main:2058-02-26,main,0,1,q0,2058-02-26,Tuesday,jev-1.13.0,Wednesday,0.13,0.14,0.01,1,1,2,0.0,0 (exact tie),0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2058-03-18,main,0,1,q0,2058-03-18,Monday,jev-1.13.0,Tuesday,0.13,0.13,0.0,0,1,4,0.0,0 (exact tie),0.01,0.12,1.0,0,0.13,0.13,0.12000000000000001,0.12,0.13,0.13,0.12,0.12
main:2058-04-10,main,0,1,q0,2058-04-10,Wednesday,jev-1.13.0,Wednesday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,1,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.1
main:2058-04-25,main,0,1,q0,2058-04-25,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,3,0.0,0 (exact tie),0.02,0.09,1.0,0,0.12,0.14,0.13,0.12,0.14,0.14,0.12,0.09
main:2058-05-24,main,0,1,q0,2058-05-24,Friday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.1,1.0,0,0.12,0.13,0.13,0.12,0.14,0.14,0.12,0.1
main:2058-06-27,main,0,1,q0,2058-06-27,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2058-06-30,main,0,1,q0,2058-06-30,Sunday,jev-1.13.0,Friday,0.14,0.15000000000000002,0.01,1,0,1,0.01,<=0.01,0.02,0.08,1.0,0,0.13,0.13,0.13,0.12,0.14,0.15000000000000002,0.12,0.08
main:2058-07-04,main,0,1,q0,2058-07-04,Thursday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.01,0.08,1.0,0,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.08
main:2058-08-05,main,0,1,q0,2058-08-05,Monday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,1,2,0.0,0 (exact tie),0.02,0.09,1.0,0,0.13,0.13,0.13,0.12,0.14,0.14,0.12,0.09
main:2058-08-09,main,0,1,q0,2058-08-09,Friday,jev-1.13.0,Saturday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.01,0.1,1.0,0,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.1
main:2058-08-25,main,0,1,q0,2058-08-25,Sunday,jev-1.13.0,Friday,0.14,0.14,0.0,0,0,1,0.01,<=0.01,0.02,0.1,1.0,0,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.1
main:2058-08-29,main,0,1,q0,2058-08-29,Thursday,jev-1.13.0,Friday,0.15000000000000002,0.15000000000000002,0.0,0,0,1,0.02,>0.01,0.01,0.09,1.0,0,0.13,0.13,0.13,0.12,0.15000000000000002,0.13,0.12,0.09
